created_date,source,context,annotator,mood_parent,mood_child,gender,reason
2024-02-21,Threads,와.... 순간 소름돋음 ㄷㄷㄷ 그래도 다 샀으니 노빠꾸로 ㅎㅎㅎ,C,기쁨,놀람,F,child_unknown_or_mismatch
2024-02-21,Threads,아아아ㅏㅏ 넘 신경쓰여 너무 서럽게 울고 있던데..ㅠ,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-21,Threads,나랑 어리거나 동갑같아 보였는데 넘 안쓰러워서 계속 눈에 아른거려..,B,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-21,Threads,나랑 어리거나 동갑같아 보였는데 넘 안쓰러워서 계속 눈에 아른거려..,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-21,Threads,나랑 어리거나 동갑같아 보였는데 넘 안쓰러워서 계속 눈에 아른거려..,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-21,Threads,나랑 어리거나 동갑같아 보였는데 넘 안쓰러워서 계속 눈에 아른거려..,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-21,Threads,그게 없는 것 마냥 사는 모습이 너무 신기해요... 안타깝고 답답하구요,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-21,Threads,요즘 그냥 뭐만 그려도 작가 대접 해준다는데 넌 그것도 몰랐냐는 말에 화가 났지만 그냥 그 말에 대답하지 않았다.,E,분노,발열,F,child_unknown_or_mismatch
2024-02-21,Threads,너무 천불이 나.. 오늘 독박하라고? 나혼자 애둘??? 심장에 화가 막.. 치밀어 오른다..,D,분노,발열,M,child_unknown_or_mismatch
2024-02-21,Threads,너무 천불이 나.. 오늘 독박하라고? 나혼자 애둘??? 심장에 화가 막.. 치밀어 오른다..,A,분노,발열,F,child_unknown_or_mismatch
2024-02-21,Threads,너무 천불이 나.. 오늘 독박하라고? 나혼자 애둘??? 심장에 화가 막.. 치밀어 오른다..,C,분노,발열,F,child_unknown_or_mismatch
2024-02-21,Threads,나만 놀라운 건가요? 몰입을 쓰신 황농문교수님께 메일보냈다는 것!?? 대단한 행동력이시네요!!,B,기쁨,놀람,M,child_unknown_or_mismatch
2024-02-22,Threads,아직 전두엽 발달도 안된 애한테 그렇게 낙인을 찍으시면 애 상처 어쩔...,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-21,Threads,손님계셔서 험한 말 안하고 참았더니... 열불이 나서...써본다...,D,분노,발열,M,child_unknown_or_mismatch
2024-02-21,Threads,손님계셔서 험한 말 안하고 참았더니... 열불이 나서...써본다...,B,분노,발열,M,child_unknown_or_mismatch
2024-02-22,Threads,도대체 언제까지 구시대적인 사고방식으로만 세상을 살 거냐고 21세기에!!!!!!!!!!!! 진짜 뚜껑 열려,C,분노,발열,F,child_unknown_or_mismatch
2024-02-27,Threads,"엄마가 다음 달부터 학원 하나 더 가야해서 이제 검도 못 다녀요"" 하며 울먹울먹 하는 아이들을 보면... 참 안타깝습니다.",D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-27,Threads,"엄마가 다음 달부터 학원 하나 더 가야해서 이제 검도 못 다녀요"" 하며 울먹울먹 하는 아이들을 보면... 참 안타깝습니다.",B,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-27,Threads,꺄아아아악 연애한다 연애한다아아! ㅋㅋㅋㅋㅋ 남친 존잘일거야,D,기쁨,기대감,M,child_unknown_or_mismatch
2024-02-27,Threads,꺄아아아악 연애한다 연애한다아아! ㅋㅋㅋㅋㅋ 남친 존잘일거야,E,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-27,Threads,꺄아아아악 연애한다 연애한다아아! ㅋㅋㅋㅋㅋ 남친 존잘일거야,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-13,네이버 카페,이제 얼마안남았다. 집으로 돌아갈날이....싱숭생숭한 이마음. 얼른가서 한국음식도 먹고 백수라이프도 즐기고,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-14,네이버 카페,진짜 진짜 열받아 미치는줄요...,B,분노,발열,M,child_unknown_or_mismatch
2024-02-14,네이버 카페,진짜 진짜 열받아 미치는줄요...,D,분노,발열,M,child_unknown_or_mismatch
2024-02-14,네이버 카페,진짜 진짜 열받아 미치는줄요...,C,분노,발열,F,child_unknown_or_mismatch
2023-12-03,네이버 카페,영화가 끝난 후 가슴이 저린다는 느낌이 이런 건가? 싶기도 하고 먹먹함이 며칠이나 지속되었던 영화.,C,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-01-15,네이버 카페,"보이스 피싱 실화 모티브라 공감도 되면서 정말 누구라도 피해자가 될 수 있으며 나쁜 놈의 위에 더 나쁜놈들이 살고 있고, 순진한 서민 보다 더 잘 살고 있음에 분노하며 울었다.",C,분노,발열,F,child_unknown_or_mismatch
2024-02-15,네이버 카페,그래도 이번주라도 열심히 빼는 중입니다. 아까 올린 수다글 처럼 2주차 이긴한데 가봉이 끝나자마자 예신이 친구들이랑 커플 여행을 하기로해서 두근두근입니닼ㅋㅋㅋㅋ,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-21,네이버 카페,보호소에 돌아와 케이지에 갇혀서 눈을 동그랗게 뜨고 우는 표정을 짓는 스텔라가 너무 가엾어서 마음이 아프네요. 이번 주는 내내 비가 와서 딱 한 번 운동장에 나가 보고… 보호소 거의 모든 아이들이 내내 견사에 갇혀 있어요. 모두 우울할 것 같네요.,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-21,네이버 카페,보호소에 돌아와 케이지에 갇혀서 눈을 동그랗게 뜨고 우는 표정을 짓는 스텔라가 너무 가엾어서 마음이 아프네요. 이번 주는 내내 비가 와서 딱 한 번 운동장에 나가 보고… 보호소 거의 모든 아이들이 내내 견사에 갇혀 있어요. 모두 우울할 것 같네요.,B,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-21,네이버 카페,보호소에 돌아와 케이지에 갇혀서 눈을 동그랗게 뜨고 우는 표정을 짓는 스텔라가 너무 가엾어서 마음이 아프네요. 이번 주는 내내 비가 와서 딱 한 번 운동장에 나가 보고… 보호소 거의 모든 아이들이 내내 견사에 갇혀 있어요. 모두 우울할 것 같네요.,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-21,네이버 카페,보호소에 돌아와 케이지에 갇혀서 눈을 동그랗게 뜨고 우는 표정을 짓는 스텔라가 너무 가엾어서 마음이 아프네요. 이번 주는 내내 비가 와서 딱 한 번 운동장에 나가 보고… 보호소 거의 모든 아이들이 내내 견사에 갇혀 있어요. 모두 우울할 것 같네요.,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-28,thread,"이미 그런 커플들과 많이 일을 했지만 반복적인걸 지루해하는 나로써는 신나는 일이다.
2025년이 벌써 기대된다",A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-28,thread,그 말을 전해들으니 괜히 더 마음이 먹먹했다.,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-28,thread,그 말을 전해들으니 괜히 더 마음이 먹먹했다.,C,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-28,thread,그 말을 전해들으니 괜히 더 마음이 먹먹했다.,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-27,thread,이제 다음달 준비를 시작하는데 벌써 가슴이 두근거린다. 또 얼마나 재미 있을까?!,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-27,thread,그냥 남이 어찌 살건 별 신경 안쓰고 사는 편인데 우리 업계쪽 건드리면서 저러고 있으면 열받지,B,분노,발열,M,child_unknown_or_mismatch
2024-02-27,thread,그냥 남이 어찌 살건 별 신경 안쓰고 사는 편인데 우리 업계쪽 건드리면서 저러고 있으면 열받지,E,분노,발열,F,child_unknown_or_mismatch
2024-02-27,thread,혼자 계신 아버지는 부쩍 말씀이 많아지셨습니다. 요며칠 사이 저도 이곳에 부쩍 많은 말을 썼더군요. 외로웠나 봅니다.,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-27,thread,아니 이게 ㄹㅇ 현실남매 아니냐고. 카톡 말투나 하는 짓이 친오빠 같아서 딱밤 마려움;,E,분노,발열,F,child_unknown_or_mismatch
2024-02-15,youtube,이런분들이 무명생활 했다는게 마음이 아프네요,B,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,이런분들이 무명생활 했다는게 마음이 아프네요,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,이런분들이 무명생활 했다는게 마음이 아프네요,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,몸이 많이 힘들텐데 에너지를 유지하려는 모습 너무 눈물나요..,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,몸이 많이 힘들텐데 에너지를 유지하려는 모습 너무 눈물나요..,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,조정뱅이&신미 조합 미쳤다! 신서기유기로 제발 돌아와,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-15,youtube,"이 둘이 또 예능 했으면 좋겠다,,!",A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-15,youtube,어제 신서유기 다시보기 했는데 너무 기쁘다,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-15,youtube,가사해석 밤양갱 사랑으로 바꿔서 다시 들어보면 슬픔,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,가사해석 밤양갱 사랑으로 바꿔서 다시 들어보면 슬픔,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,엔드 모임 사람들 불쌍해 진짜 와~ 사람 한명 늘었다~!하면서 즐거워 했을 텐데...,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,엔드 모임 사람들 불쌍해 진짜 와~ 사람 한명 늘었다~!하면서 즐거워 했을 텐데...,B,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,엔드 모임 사람들 불쌍해 진짜 와~ 사람 한명 늘었다~!하면서 즐거워 했을 텐데...,C,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,엔드 모임 사람들 불쌍해 진짜 와~ 사람 한명 늘었다~!하면서 즐거워 했을 텐데...,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,와 이 표지판 적은사람 누구임? 페더로 구분하는거 진짜 천재인가,A,기쁨,놀람,F,child_unknown_or_mismatch
2024-02-15,youtube,뜨자마자 개 뛰어왔다... 죽으신줄 알았자나여 항상 재밌는 영상 감사해요 대장,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-15,youtube,미친 밥먹을때 같이봤는데 개쩌네 우왁우왁거리면서 봄,A,기쁨,놀람,F,child_unknown_or_mismatch
2024-02-15,youtube,미친 밥먹을때 같이봤는데 개쩌네 우왁우왁거리면서 봄,D,기쁨,놀람,M,child_unknown_or_mismatch
2024-02-15,youtube,미친 밥먹을때 같이봤는데 개쩌네 우왁우왁거리면서 봄,C,기쁨,놀람,F,child_unknown_or_mismatch
2024-02-15,youtube,참...이프로를 보면서 많이 울었네요....,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,치매 참 힘들고 슬프네요 그누구한테 닥칠지 모르는 일 나이 드니 너무 공감이 가네요,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,오빠 너무안타까워요 가슴이아프내요 ,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,오빠 너무안타까워요 가슴이아프내요 ,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,오빠 너무안타까워요 가슴이아프내요 ,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,이것 보고 어찌나 가슴이 아픈던지 힘내세요,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,이것 보고 어찌나 가슴이 아픈던지 힘내세요,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,이것 보고 어찌나 가슴이 아픈던지 힘내세요,C,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,가슴이 넘 아프고 뭉클하네 힘내세요,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,가슴이 넘 아프고 뭉클하네 힘내세요,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,가슴이 넘 아프고 뭉클하네 힘내세요,B,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,가슴이 넘 아프고 뭉클하네 힘내세요,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,정말 마음이 아파요 마음으로 기도하겠습니다,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
